date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:59:50	122/122	---M-Z	200	added ('OK')	text/plain	date:Tue,%2022%20Aug%202023%2016:59:48%20GMT	https://54.94.75.155/robots.txt		(from )
13:59:51	482727/482727	---M-Z	200	added ('OK')	text/html	date:Tue,%2022%20Aug%202023%2016:59:48%20GMT	https://54.94.75.155/	C:/Meus%20Sites/milan/54.94.75.155/index.html	(from )
13:59:52	42/42	---MC-	405	error ('Method%20Not%20Allowed')	text/plain	date:Tue,%2022%20Aug%202023%2016:59:50%20GMT	https://54.94.75.155/xmlrpc.php	C:/Meus%20Sites/milan/54.94.75.155/xmlrpc.0.delayed	(from https://54.94.75.155/)
13:59:52	10435/10435	---M-Z	200	added ('OK')	text/css	etag:%2228c3-5f4ad1f1bb49e-gzip%22	https://54.94.75.155/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-vendors-style.css?ver=9.1.5	C:/Meus%20Sites/milan/54.94.75.155/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-vendors-style13cb.css	(from https://54.94.75.155/)
13:59:52	244272/244272	---M-Z	200	added ('OK')	text/css	etag:%223ba30-5f4ad1f1c02be-gzip%22	https://54.94.75.155/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-style.css?ver=9.1.5	C:/Meus%20Sites/milan/54.94.75.155/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-style13cb.css	(from https://54.94.75.155/)
13:59:52	59016/59016	---M-Z	200	added ('OK')	text/css	etag:%22e688-5ebc395f3e071-gzip%22	https://54.94.75.155/wp-includes/css/dashicons.min.css?ver=6.1.3	C:/Meus%20Sites/milan/54.94.75.155/wp-includes/css/dashicons.min6fb3.css	(from https://54.94.75.155/)
13:59:54	11818/11818	---M-Z	200	added ('OK')	text/css	etag:%222e2a-5dca5a61a2880-gzip%22	http://54.94.75.155/wp-content/plugins/sportspress/assets/css/sportspress.css?ver=2.7.15	C:/Meus%20Sites/milan/54.94.75.155/wp-content/plugins/sportspress/assets/css/sportspress27a2.css	(from https://54.94.75.155/)
13:59:54	43761/43761	---M-Z	200	added ('OK')	application/rss+xml	etag:%224465c8c2f652d3f0e29f61068ed54a62-gzip%22	https://54.94.75.155/feed/	C:/Meus%20Sites/milan/54.94.75.155/feed/index.html	(from https://54.94.75.155/)
13:59:54	2532/2532	---M-Z	200	added ('OK')	text/css	etag:%229e4-5dca5a61a2880-gzip%22	http://54.94.75.155/wp-content/plugins/sportspress/assets/css/icons.css?ver=2.7	C:/Meus%20Sites/milan/54.94.75.155/wp-content/plugins/sportspress/assets/css/icons9d52.css	(from https://54.94.75.155/)
13:59:54	739/739	---M-Z	200	added ('OK')	application/rss+xml	etag:%2214252575cbc71b223017ab3a8344a49c-gzip%22	https://54.94.75.155/comments/feed/	C:/Meus%20Sites/milan/54.94.75.155/comments/feed/index.html	(from https://54.94.75.155/)
13:59:54	15040/15040	---M-Z	200	added ('OK')	text/css	etag:%223ac0-5dca5a61a2880-gzip%22	http://54.94.75.155/wp-content/plugins/sportspress/assets/css/sportspress-style.css?ver=2.7	C:/Meus%20Sites/milan/54.94.75.155/wp-content/plugins/sportspress/assets/css/sportspress-style9d52.css	(from https://54.94.75.155/)
13:59:54	789/789	---M-Z	200	added ('OK')	text/css	etag:%22315-5dca5a61a2880-gzip%22	http://54.94.75.155/wp-content/plugins/sportspress/assets/css/sportspress-style-ltr.css?ver=2.7	C:/Meus%20Sites/milan/54.94.75.155/wp-content/plugins/sportspress/assets/css/sportspress-style-ltr9d52.css	(from https://54.94.75.155/)
13:59:54	17809/17809	---M-Z	200	added ('OK')	text/css	etag:%224591-5f4ad1f150d7d-gzip%22	https://54.94.75.155/wp-content/plugins/woocommerce/assets/css/woocommerce-layout.css?ver=7.3.0	C:/Meus%20Sites/milan/54.94.75.155/wp-content/plugins/woocommerce/assets/css/woocommerce-layout9156.css	(from https://54.94.75.155/)
13:59:55	7043/7043	---M-Z	200	added ('OK')	text/css	etag:%221b83-5f4ad1f14ee3d-gzip%22	https://54.94.75.155/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreen.css?ver=7.3.0	C:/Meus%20Sites/milan/54.94.75.155/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreen9156.css	(from https://54.94.75.155/)
13:59:55	62783/62783	---M-Z	200	added ('OK')	text/css	etag:%22f53f-5f4ad1f14ee3d-gzip%22	https://54.94.75.155/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=7.3.0	C:/Meus%20Sites/milan/54.94.75.155/wp-content/plugins/woocommerce/assets/css/woocommerce9156.css	(from https://54.94.75.155/)
13:59:55	9427/9427	---M--	200	added ('OK')	image/gif	etag:%2224d3-5f4ae0d54c834%22	https://54.94.75.155/wp-content/themes/Divi/includes/builder/styles/images/preloader.gif	C:/Meus%20Sites/milan/54.94.75.155/wp-content/themes/Divi/includes/builder/styles/images/preloader.gif	(from https://54.94.75.155/)
13:59:56	10568/10568	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222948-5f4ae0d578754%22	http://54.94.75.155/wp-content/themes/Divi/core/admin/fonts/modules/social/modules.eot	C:/Meus%20Sites/milan/54.94.75.155/wp-content/themes/Divi/core/admin/fonts/modules/social/modules.eot	(from https://54.94.75.155/)
13:59:56	23243/23243	---M-Z	200	added ('OK')	text/css	etag:%225acb-603526f0929f7-gzip%22	https://54.94.75.155/wp-content/et-cache/73/et-divi-dynamic-73-late.css?ver=1692502444	C:/Meus%20Sites/milan/54.94.75.155/wp-content/et-cache/73/et-divi-dynamic-73-late36c3.css	(from https://54.94.75.155/)
13:59:56	15270/15270	---M-Z	200	added ('OK')	text/css	etag:%223ba6-603526ef7670a-gzip%22	https://54.94.75.155/wp-content/et-cache/73/et-divi-dynamic-73.css?ver=1692502444	C:/Meus%20Sites/milan/54.94.75.155/wp-content/et-cache/73/et-divi-dynamic-7336c3.css	(from https://54.94.75.155/)
13:59:56	11835/11835	---M-Z	200	added ('OK')	application/javascript	etag:%222e3b-5f4ad1df535e1-gzip%22	https://54.94.75.155/wp-content/plugins/google-analytics-dashboard-for-wp/assets/js/frontend-gtag.min.js?ver=7.12.1	C:/Meus%20Sites/milan/54.94.75.155/wp-content/plugins/google-analytics-dashboard-for-wp/assets/js/frontend-gtag.min8ebc.js	(from https://54.94.75.155/)
13:59:58	68006/68006	---MC-	200	added ('OK')	application/json	date:Tue,%2022%20Aug%202023%2016:59:55%20GMT	https://54.94.75.155/wp-json/wp/v2/pages/73	C:/Meus%20Sites/milan/54.94.75.155/wp-json/wp/v2/pages/73.json	(from https://54.94.75.155/)
13:59:58	1507742/1507742	---MC-	200	added ('OK')	application/json	date:Tue,%2022%20Aug%202023%2016:59:56%20GMT	https://54.94.75.155/wp-json/	C:/Meus%20Sites/milan/54.94.75.155/wp-json/index.html	(from https://54.94.75.155/)
13:59:58	789/789	---M-Z	200	added ('OK')	text/xml	date:Tue,%2022%20Aug%202023%2016:59:57%20GMT	https://54.94.75.155/xmlrpc.php?rsd	C:/Meus%20Sites/milan/54.94.75.155/xmlrpc0db0.php	(from https://54.94.75.155/)
13:59:58	1045/1045	---M--	200	added ('OK')	application/xml	etag:%22415-5ebc395f92032%22	https://54.94.75.155/wp-includes/wlwmanifest.xml	C:/Meus%20Sites/milan/54.94.75.155/wp-includes/wlwmanifest.xml	(from https://54.94.75.155/)
13:59:59	4630/4630	---MC-	200	added ('OK')	application/json	date:Tue,%2022%20Aug%202023%2016:59:58%20GMT	https://54.94.75.155/wp-json/oembed/1.0/embed?url=https%3A%2F%2F54.94.75.155%2F	C:/Meus%20Sites/milan/54.94.75.155/wp-json/oembed/1.0/embed9873.json	(from https://54.94.75.155/)
13:59:59	4783/4783	---M-Z	200	added ('OK')	text/xml	date:Tue,%2022%20Aug%202023%2016:59:58%20GMT	https://54.94.75.155/wp-json/oembed/1.0/embed?url=https%3A%2F%2F54.94.75.155%2F&format=xml	C:/Meus%20Sites/milan/54.94.75.155/wp-json/oembed/1.0/embedc266	(from https://54.94.75.155/)
14:00:00	177196/177196	---M-Z	200	added ('OK')	application/x-javascript	date:Tue,%2022%20Aug%202023%2016:59:59%20GMT	https://connect.facebook.net/en_US/fbevents.js	C:/Meus%20Sites/milan/connect.facebook.net/en_US/fbevents.js	(from https://54.94.75.155/)
14:00:00	1604/1604	---M--	200	added ('OK')	image/png	etag:%22644-5ae4846304480%22	https://54.94.75.155/wp-content/uploads/2020/08/cropped-Escudonovomilandoscoelhos-32x32.png	C:/Meus%20Sites/milan/54.94.75.155/wp-content/uploads/2020/08/cropped-Escudonovomilandoscoelhos-32x32.png	(from https://54.94.75.155/)
14:00:00	25029/25029	---M--	200	added ('OK')	image/png	etag:%2261c5-5ae4846304480%22	https://54.94.75.155/wp-content/uploads/2020/08/cropped-Escudonovomilandoscoelhos-192x192.png	C:/Meus%20Sites/milan/54.94.75.155/wp-content/uploads/2020/08/cropped-Escudonovomilandoscoelhos-192x192.png	(from https://54.94.75.155/)
14:00:00	24592/24592	---M--	200	added ('OK')	image/png	etag:%226010-5ae4846304480%22	https://54.94.75.155/wp-content/uploads/2020/08/cropped-Escudonovomilandoscoelhos-180x180.png	C:/Meus%20Sites/milan/54.94.75.155/wp-content/uploads/2020/08/cropped-Escudonovomilandoscoelhos-180x180.png	(from https://54.94.75.155/)
